用户名,性别,评论内容,IP属地
镜面强反射,unknown,原谅我没见过世面，跟着刷了见证历史哈哈哈,中国-广东
许鸣雌ouo,unknown,王国之泪大师模式快端上来吧 没有dlc更新个难度也行啊,中国-福建
无一无靠老零化,unknown,我机器在吃灰。,中国-浙江
意识飞碟,unknown,正式公布前，爆料了外观和名字，没人信，都说那一句话，全世界都知道了switch2的样子和名字，就任天堂不知道，最后官方公布后，这群人都销声匿迹了。。。告诉我们一个道理，任何事情都不要带有惯有思维去看待。,中国-天津
小那三,male,本来就嫌switch太大不好揣裤兜里，switch lite已经是正好放裤兜的极限，现在出这个2更大了，算了算了，安安心心等switch 2 lite吧。,中国-贵州
绯尘炽煜,male,评论区谁能给我推荐一个性能超过或等于ps4pro的掌机。而且重量最多500g左右。续航至少四五个小时。还要有创意，不能是普通掌机的样子。要是全面屏。大小得小，方便带出去。有自己的操作系统。有一个综合了lcd和oled优点的屏幕，不能有缺点。最后价格不过3000[思考][思考],中国-广东
露姆爱小雪,male,网友真是，没拿到主机，没玩到游戏就喜欢先挑毛病[吃瓜]ns1代发售前也是如此，任天堂也不是每一代都天翻地覆的创新，像你们喜欢拿岩田聪说事，聪哥在的时候也有nds~3ds wii~wiiu ，也是有败有成，咱就是说拿到新机之后真不行了再开骂也不晚是不是？[吃瓜],中国-黑龙江
Anon-头顶怎么尖尖的,male,Switch 2的浮点运算性能为掌机模式1.71 TFLOPs，底座模式3.1 TFLOPs。 索尼和微软的主机浮点性能如下： PS4 1.84 TFLOPs，PS4 Pro 4.02 TFLOPs，PS5 10.2 TFLOPs。 Xbox One 1.4 TFLOPs，X1X 6 TFLOPs， XXS 4 TFLOPs， XSX 12 TFLOPs。,中国-湖南
Springfield_off,male,有些人惯性思维把机圈那套东西拿过来评价ns。有点不是很合适,中国-辽宁
诺亚之城,male,我就说嘛，肯定是要这样命名的。 肯定不能把switch这个名字去掉。 因为一个机器的名字可以持续的累积名声。 就像索尼的PS系列，微软的Xbox，他们都一直使用了相同风格的名字，所以名声也一直积累到今天。 [OK] 哪有好不容易做起一台机器，然后把这个名字放弃掉的。 wiiu那那纯粹是机器设计太失败了， 名字可一点都不背锅，哪怕当时wiiu发售前改名叫「switch」仍旧大宝石。卖不动。,中国-山东
银墨水,male,你知道的，我一直是忠实的任天堂粉丝，我的爱机一直是任天堂switch的正统继承ns2。我们曾经一起度过很多美好的时光，这机子好玩的不可思议，我认为我和ns2会产生很好的化学反应，我已经迫不及待要在宝可梦ZA里mega进化了。至于steamdeck，我祝他不再暖手宝掉帧。,海外-加拿大
siji001,male,只要游戏别再整720p30帧就行了，最低最低底线第三方也得有720p60帧吧？官方的至少得全部1080p60帧吧,中国-广东
淡島幻魂,male,很感慨，17年高三，惊为天人魂牵梦绕。 现在是社畜了，对娱乐都提不起精神了,中国-湖北
牧尘ai,male,任天堂我哭死 今天生日最好的礼物[大哭],中国-江苏
丨tegTeg-,unknown,性能大概升级到什么水平，有没有懂得？,中国-湖北
XXI_YO,unknown,索尼：oh my gosh，感觉还是我的pro性能更胜一筹啊！,中国-上海
FatherSucke,male,早买早享受[星星眼]建议大家现在入手老款呢,中国-湖南
夕阳的影子lilliilliil,unknown,我还以为是3ds到switch的那种进化，原来只是ProMax[笑哭],中国-重庆
羽生小哥哥,unknown,希望到时候闹钟便宜点,中国-中国香港
猫猫撅抹茶,male,P3R能上吗......,中国-吉林
マクロー,male,这回原神就上得去了吧,中国-贵州
即使生也会腐朽,unknown,这黑边也太大了吧[笑哭],中国-海南
chi66_神秘路人,unknown,吃灰2[doge_金箍],中国-江苏
阿燃莉正促可了,male,太好了!switch进化成switch2了,中国-福建
崽过来被rua,unknown,建议改名switch U,中国-山东
魅塔奈特-lioufdan,male,杰哥和Bo叔也看了,中国-河北
车慢猫,unknown,说个有意思的事情，此时ytb上任天堂官号已经把firstlook at nintendo switch的预告删掉了[笑哭],中国-中国台湾
村上夏树JP,unknown,ns吃灰已经两年了吧，上次开机还是塞尔达，吐槽左摇杆太不耐用，没玩多久就出现摇杆漂移，自己动手换了两次，某宝配件还算便宜,中国-河南
Edenga,male,2025年了，汽车导航的屏幕都无边框了，任天堂从哪找来的这大黑边[笑哭]是隔壁toyota剩下来的吗[微笑],中国-河北
御瑾恋,unknown,比起机型，更在意护航作，如果就是马车9的话感觉没必要刚推新就买了，等等后续的独占吧。,中国-广东
Earth__616,unknown,有点小失望， 老任最擅长是的创新，原来期待还有的vr，ar之类的新玩法，合着也跟着微软索尼搞更大更重堆硬件了，这么多年就出了个ns pro？你可是任天堂啊，玩家本来也不是冲着性能去的，能不能再多来新特性,中国-江西
河狸合理,unknown,请各位期待性能的同时考虑一下现代地球科技的水平好不好，别整得手持设备性能要6T 8T的才正常,中国-浙江
猫屎咖啡Avicii,male,不是吧，你加大机子很尴尬啊，steamdeck又大又重，根本带不出门，而swtich拆下手柄刚好可以塞进小挎包里，swtich对我来说就是外出和聚会玩玩，又是躺床上玩玩，变大变重不是什么好主意，我感觉swtich在原版尺寸也能提升性能，你再怎么提升也不如pc，ps的，不如在掌机的便携性上下功夫。,中国-江苏
DJAY999,male,有句话不知道当讲不当讲，这个配色好难看，这个支架也好难看，完全没有第一代那种类似玩具一样精致的感觉。。。,中国-辽宁
乐高式云玩家,unknown,取消了外置内存卡，改为256，512，1t，还有马9限定机,中国-河北
Crisis-Core,male,这纯黑也太商务了，没有其他配色吗？还是等限定版吧。。。,中国-上海
大哥是沈阳吴彦祖,unknown,ns就是玩独占跟小游戏的 看来这次之提升性能了不愧是2,中国-辽宁
Dahl丶达尔,male,有没有一种可能，我用第一代ns也能拍一个一样的视频,中国-浙江
-就寝御礼-,male,原来Switch更新迭代那么。。慢的吗[笑哭] （从来没用过不是很懂）,中国-安徽
是勺子哒,male,从兔坦进化到危险兔坦了[笑哭],中国-浙江
LFI_10969,male,逛了一天社区大部分人都在骂，但估计到时候发售的时候身体还是很诚实的，老任就没有不赚钱的时候[doge],中国-湖北
梨岚绊夏,unknown,奶刃一直没敢买，到时候在ns2上玩喽[2233娘_大笑],中国-山东
SpringinAutumn,male,为啥都说马车9是开放世界？,中国-陕西
真正的铠哥,male,等喷4限定[doge],中国-福建
没有aibo,unknown,靠，刚买完ns就要出2了,中国-江苏
滋滋滋滋滋滋滋崩,unknown,我更想知道性能如何，能不能普及60帧，1的30帧玩起来太难受了,中国-广东
只有红茶可以妈,unknown,机子泄露 视频泄露 连高层在内部会议里很愤怒的事都泄露了,中国-广东
安辰亦,unknown,为啥弹幕都是见证历史？这也没有划时代的发明或者改进吧,中国-山东
粘锅的咸鱼00,male,主机模式能连接原版joycon吗？手上6个joycon不想买新的了[跪了],中国-湖北
成都第一包子-,male,好无趣的宣传片，古川时期的任天堂也就这样了,中国-四川
钦定女主,male,性能持平steamdeck就算成功,中国-江苏
M0squ1to丶,female,希望别那么快被破解，不想再被跳脸了,中国-广东
马铃薯不等于土豆,male,？迭代不是很正常吗 为什么是见证历史,中国-广东
IOS,unknown,磁吸稳定性怎样啊，玩游戏激动的时候会不会把手柄掰开？,中国-江西
二犬句,unknown,话说ns的卡ns2能用吗，能的话我就把OLED出了买新机了[星星眼],中国-云南
SaL1a,male,大佬们想问一下想去日本线下买的话得抢吗,中国-上海
全视之图,unknown,建议改名为：大Switch，再出个预告视频：世界有老任🤘🏻，再出个小动画：大 Switch 的 魔 法 厨 房 👍🏻 但是从Switch到大Switch的性能提升，有我黑塔到大黑塔的伤害提升多吗？,中国-河北
鵜村抜刀斎,male,想问一下向下兼容卡带不,中国-广东
陈永平水彩,unknown,万众期待就出了这么个玩意，我把话放在这里，如果正式发布还是这样，首发不久我们就能买到了。欢迎大家到时候来喷我。,中国-江苏
Astrobot资深粉丝,unknown,能玩黑神话吗[星星眼][星星眼][星星眼],中国-辽宁
-・こ・-,unknown,希望黄金太阳能出个新作上这个机器,中国-广东
szyche,male,新机来了ZA该来了吧[吃瓜],中国-重庆
造梦师D,male,不会真能放桌子上当鼠标吧,中国-四川
流天汉,unknown,有塞尔达之类的护航大作吗？不然感觉买了的话实质和PS5PRO一样呀，玩的还是老游戏那就有点尴尬了,中国-北京
刮痧师傅避寒,male,说实话我觉得switch有点鸡肋了。放在家里玩玩独占还好，出去跟朋友玩的时候基本上在玩手机[笑哭]买了一台lite和一台oled分别玩了两作塞尔达就没了。真要聚会起来我说实话不如打王者来得直接[笑哭][笑哭],中国-海南
゜C,unknown,经典见证历史属于是 这代性能大概是PC平台什么水平 跟steamdeck有优势吗,中国-浙江
生气的白猫猫,unknown,为什么两个joycon都是1号,中国-江苏
麦芒不吃香菜,unknown,怎么二代弄成黑色了，感觉配色设计不如之前的呢,中国-广东
BluBluSpheal,male,我想等个宝可梦的限定 但是首发阵容的游戏肯定有很多需要玩的怕第一代性能跟不上 好纠结,海外-加拿大
蚂蚁地狱,unknown,还有一个问题，ns1的掌机模式30帧的游戏，到了ns2掌机模式能提升到60帧吗？还是说只能让30帧更稳定呢？[酸了],中国-北京
李嫑嫑BiuBiu,unknown,掌机玩家还好，但是连电视的玩家真能忍受低分辨率的画质？,中国-宁夏
老头子灭了你,male,无聊的换代，没新意。把这货改个名叫ns pro没有一点违和感，大概率就是个改了点外观的性能增强版，产品设计语言也没变。看样子任天堂依旧在高价卖低成本机器,中国-山东
雲雲众生,unknown,swith2建议入手吗，前年买的PS5吃灰了，倒不是不爱玩，就是被索狗气死了，没有第三方独占，游戏还比STEAM卖的贵，很多游戏优化还比STEAM版的垃圾，还有PSN会员涨价，就想着买台SWITH好歹能玩玩独占啊。,中国-安徽
超级只因化,unknown,芯片性能提升了多少，是否可以移植一些其他平台或PC游戏，比如GTA系列、双人成行、原神、绝区零、鸣潮、星战系列、泰坦陨落、巫师、只狼......,中国-四川
落雨诚风,male,这个算力比我预期低太多了[笑哭]我还以为能有40多t,中国-山东
素晴konosuba,male,ns上次异度3dlc打完吃灰至今了，看看有没有什么新游戏，以前我买游戏会优先有掌机模式的ns，但自从前年突然喜欢上ps的奖杯系统后就一直优先ps了，ns估计只买独占了[妙啊],中国-江苏
此在旅人_或空的幻境,male,马车9可能是护航，3d马尿应该是肯定护航了，旷野之息和王国之泪出个ns2升级版打包放一起卖也很有吸引力。,中国-湖北
IO异常,unknown,这种抱着玩的时候用力一下不会直接把手柄掰下来吗,中国-四川
冷馒头jam,male,8年了 终于舍得干点人事了 任天堂[大哭],中国-重庆
Astrobot资深粉丝,unknown,4399游戏机[星星眼][星星眼][星星眼],中国-辽宁
点进来是来学习的,male,能不能破双系统[doge],中国-河南
玄金灻,male,ZA赶紧宣发吧,中国-北京
TPO莫古,unknown,硬件真的是一点惊喜都没有。。。 更高的性能（这是肯定的）更大的屏幕（这也是肯定的），没了，居然没有任何创新。。。 都说PS5换代创新小，但至少它手柄有创新。 而这个NS2真的是半点硬件创新都没有。 期待它的未来软件阵容吧,中国-新疆
空気coolki,unknown,看到各种讨论，别的不说，有人不希望ns2继续成功,中国-中国香港
吉川抵抵,unknown,掌机屏幕黑边为什么都弄得这么宽啊[吃瓜],中国-广东
果子Akinashi,female,感觉这个磁吸还是插上的，不如滑轨酷，颜色也没有原来的好看，还好当初没做等等党[Mygo表情包_溜了溜了],中国-山东
一条安德鲁猫,unknown,switch的设计太过于完美了 导致2的设计不是很惊艳,中国-广西
NightsRaln,male,左右黑边应该没办法了，被磁吸部分给占了,中国-江苏
度书如年的小孙,male,我是真玩不来任天堂的游戏，早先买了一个ns又便宜卖掉了，还搭了一个塞尔达和怪猎,中国-安徽
武當真傳宇文逸,male,先不买，过两年出续航、OLED再说[doge_金箍],中国-黑龙江
万向轮WaXialonnnggg,male,劣势： 首发抢不到 游戏氛围差（在国内玩） 国行审核慢,中国-广东
夸能电池,male,拉了个大胯，好幽默的黑边，好幽默的支架，好幽默的一个2。我不是不能接受性能升级，但这么明显的给oled版留余地是不是太糊弄人了？而且还不确定性能升多少呢。祖传的硬件革新也没有，加个看起来很容易断裂的磁吸就算是？真就半代升级，早两年前就该出了吧？本来就不算便携的板砖又大一圈，体积很影响性能发挥吗？,中国-湖南
